,pairID,Flickr30kID,hypothesis,gold_label,explanation
2943,516360813.jpg#1r1c,516360813.jpg,The people are dead,contradiction,The older man cannot be sitting by the young children and the people cannot be dead.
2939,516360813.jpg#2r1n,516360813.jpg,A man opening peanuts.,neutral,All nuts are not peanuts.
7419,2741990005.jpg#0r1e,2741990005.jpg,A high jumper is outdoors.,entailment,"Outdoors, under a blue sky and white clouds a high jumper is leaping over the pole."
7373,2741990005.jpg#3r1c,2741990005.jpg,the jumper was an amateur,contradiction,If the jumper was an amateur he couldn't have been an Olympic jumper .
13551,2741990005.jpg#4r1n,2741990005.jpg,A man jumps over a white high bar.,neutral,we cant assure that A man jumps over a white high bar.
13537,3774986130.jpg#0r1n,3774986130.jpg,Two girls are performing gymnastic moves.,entailment,There are two girls found doing gymnastic.
5594,3774986130.jpg#4r1c,3774986130.jpg,The women are drinking coffee together.,contradiction,The women are either spinning or drinking.
12335,3774986130.jpg#4r1n,3774986130.jpg,The women are competing in a hula hoops competition.,neutral,"The women are using hula hoops, but could be competing in a competition or just having fun."
9837,4842876705.jpg#2r1n,4842876705.jpg,A man is playing music.,entailment,He is playing the cello.
7487,4842876705.jpg#3r3c,4842876705.jpg,A woman playing piano at a concert.,contradiction,There is either a man or there is a woman.
10363,4842876705.jpg#3r2n,4842876705.jpg,A person in jeans is playing music for a crowd.,neutral,"A person is playing music, but it is unclear if he is playing for a crowd or no one is there."
10414,6188266707.jpg#1r1n,6188266707.jpg,A woman is wearing a volleyball uniform.,entailment,"She is playing the sport of volleyball, in addition."
7182,6188266707.jpg#3r1c,6188266707.jpg,A sports arena is empty.,contradiction,The team cannot be helped to victory if the arena is empty.
10372,6188266707.jpg#2r1n,6188266707.jpg,A volleyball player hits a ball in a pro match.,neutral,we cant assure that A volleyball player hits a ball in a pro match.
6484,2723929323.jpg#2r1e,2723929323.jpg,Photographers are having a conversation on the beach,entailment,People with cameras are photographers and talking means having a conversation.
1220,2723929323.jpg#1r1c,2723929323.jpg,Women are jogging in the park.,contradiction,Three women talking on beach and may or may not go jogging in the park.
13755,2723929323.jpg#2r1n,2723929323.jpg,Some photographers are taking photos of the ocean,neutral,Three photographers are talking and raking photos to the ocean
7658,3249597269.jpg#1r1e,3249597269.jpg,A squirrel leaps over the snow.,entailment,Snow can be in a mound.
334,3249597269.jpg#2r1c,3249597269.jpg,The squirrel is sunbathing.,contradiction,One cannot be sunbathing and jumping simultaneously.
9610,3249597269.jpg#4r1n,3249597269.jpg,A squirrel is looking for food in the snow.,neutral,A squirrel is flying over the snow but we don't know if its looking for food in in the snow
8180,2637510448.jpg#0r1e,2637510448.jpg,The girl is outside skiing.,entailment,Snow covered slope would be outside.
5941,2637510448.jpg#2r1c,2637510448.jpg,A man is dancing in the park.,contradiction,one who skis cant be dancing at the same time
10307,2637510448.jpg#3r1n,2637510448.jpg,The child was skiing down the snowy slopes in Switzerland,neutral,"From image provided, I can not tell whether or not she is in Switzerland."
891,2474776724.jpg#4r1e,2474776724.jpg,The people are at practice.,entailment,People and girls are people.
894,2474776724.jpg#1r1c,2474776724.jpg,Two boys catching frogs.,contradiction,Girl is different form boys.
13808,2474776724.jpg#2r1n,2474776724.jpg,Sad girls in red and white striped uniforms standing in a field.,neutral,It cannot be said that the girls are sad.
9333,8173029395.jpg#1r1e,8173029395.jpg,Some music is being performed on stage.,entailment,"If people are watching a performance, there is something being performed."
13097,8173029395.jpg#1r1n,8173029395.jpg,Some people are enjoying themselves at a musical.,contradiction,"Some people are standing around at an indoor venue, but it does not look like a musical. It looks like a concert."
13315,8173029395.jpg#2r1n,8173029395.jpg,As the band was about to begin the people became excited in anticipation.,neutral,There is a band but we don't know that the people are excited.
706,1196886054.jpg#1r5e,1196886054.jpg,Several people of a wedding party are walking outside along a sidewalk.,entailment,PARK S ARE OUTSIDE.
702,1196886054.jpg#1r2c,1196886054.jpg,The people are laying down.,contradiction,People wouldn't be laying down in a park they're walking in.
10913,1196886054.jpg#1r1n,1196886054.jpg,The bride is crying because she is happy.,neutral,we cant assure that The bride is crying because she is happy.
5549,3134644844.jpg#0r1e,3134644844.jpg,A man plays a song for a sick child.,entailment,A guitar playing is playing a song.    An ill little girl is a sick child.
8190,3134644844.jpg#2r1c,3134644844.jpg,Father and son having a fun dip in the pool.,contradiction,A man is not father and son.
14534,3134644844.jpg#3r1n,3134644844.jpg,A man is doing something nice for charity.,neutral,"A man is playing a guitar while looking at a young girl in a hospital bed. There is no way to know the connection between the man and the girl, and nothing in the picture to indicate that the man is connected with a charity."
7902,8038092309.jpg#1r1e,8038092309.jpg,Two baseball players are grabbing a ball on the field.,entailment,grassy refers to field.
7894,8038092309.jpg#4r1c,8038092309.jpg,The baseball players are watching from the dugout,contradiction,They cannot be watching from the dugout if they are chasing the ball.
10435,8038092309.jpg#1r1n,8038092309.jpg,The pitcher and the backup are picking up baseballs to practice throwing.,neutral,Though there are base ball players with balls it is not clear whether they practice throwing.
2242,553918837.jpg#0r1e,553918837.jpg,A little girl plays on the playground.,entailment,Going down the slide is the same as if someone plays
1922,553918837.jpg#2r1c,553918837.jpg,The girl is sleeping.,contradiction,One cannot be having fun on the slides while sleeping.
14695,553918837.jpg#0r1n,553918837.jpg,A little girl is being watched by her parents.,neutral,"Although a little girl is playing in the image, It is unknown if she is being watched by her parents"
2174,3085590738.jpg#0r1e,3085590738.jpg,A woman speaking at a podium.,entailment,"The women who speaks, continued speaking at the podium"
12244,3085590738.jpg#1r1n,3085590738.jpg,A woman in a blue suit is speaking at a podium at the University of Illinois at Springfield for a Holiday Stars Project.,contradiction,The woman is wearing a brown suit not a blue one
11932,3085590738.jpg#3r1n,3085590738.jpg,The woman is making a speach about agriculture.,neutral,"A woman is making a speech, but we have no way of knowing if it is about agriculture."
4607,3376741717.jpg#4r1e,3376741717.jpg,a person cleaning,entailment,A person cleaning is part of his description in front of a stage.
9176,3376741717.jpg#1r1c,3376741717.jpg,People are waiting for the rock band to start.,contradiction,Waiting to start means that there is no aftermath yet.
12688,3376741717.jpg#3r1n,3376741717.jpg,A man in a blue janitor uniform is cleaning the floor.,neutral,The picture shows a man in what looks like a janitor uniform cleaning the floor. The picture is too dark to tell if the uniform is blue or of any other color.
9074,3809063851.jpg#4r1e,3809063851.jpg,Live music is being played.,entailment,The band is playing so that means there must be live music.
10367,3809063851.jpg#0r1n,3809063851.jpg,The musicians are singing.,contradiction,"There are musicians are playing instruments, not singing."
12002,3809063851.jpg#4r1n,3809063851.jpg,A country band performs outside.,neutral,We dont know if they are a country band.
5858,517942470.jpg#0r1e,517942470.jpg,The dog is looking up,entailment,The small dog is looking up at the owner.
5861,517942470.jpg#3r1c,517942470.jpg,The dog sleeps under its owner's computer desk.,contradiction,The dog that distracts his owner from working at her computer cannot be the one that sleeps under its owner's computer desk.
13861,517942470.jpg#2r1n,517942470.jpg,A man playing with his dog.,neutral,There is a person playing with a dog but since you cannot see the persons face it is unknown if it is a man.
3007,2557922709.jpg#0r1e,2557922709.jpg,A girl looking at America.,entailment,A girl looking at American flags and a wooded area implies she is looking at America.
3008,2557922709.jpg#2r1c,2557922709.jpg,A girl is eating dinner with an alien.,contradiction,There can either be a girl with glasses next to flags or a girl eating dinner.
13710,2557922709.jpg#0r1n,2557922709.jpg,A girl at a picnic.,neutral,"The image is too small to tell if she is ""at a picnic"" or not. She is outside, however, so she may be."
366,4442382200.jpg#1r1e,4442382200.jpg,Some guy is in the city making a statement about politics.,entailment,Politics in the city make men talk.
367,4442382200.jpg#0r1c,4442382200.jpg,A man steals a wallet.,contradiction,A man can not steal a wallet and hold a cross simultaneously.
13922,4442382200.jpg#0r1n,4442382200.jpg,A priest preaches in the street.,neutral,"Priest preaches in street, don't know if he does or not, he is standing in the street, that is all I can see."
3773,2058124718.jpg#1r1e,2058124718.jpg,Two dogs are running together.,entailment,dogs running together is same as dogs are running together
9966,2058124718.jpg#2r1n,2058124718.jpg,Dogs are wearing completely identical collars.,contradiction,"two dogs are running with one wearing a pink collar and the other a red collar, but not identical collars"
13709,2058124718.jpg#1r1n,2058124718.jpg,Two dogs are playing together with their duck toy.,neutral,It is not apparent if both are playing.
1710,3880366728.jpg#2r1e,3880366728.jpg,Two people are dancing.,entailment,Man dancing with woman are two people.
1709,3880366728.jpg#3r1c,3880366728.jpg,An old couple sit on a bench,contradiction,One cannot perform at a dance competition while sitting on a bench.
12806,3880366728.jpg#3r1n,3880366728.jpg,A young couple of newlyweds dance during a competition,neutral,"From the image provided, I can not tell whether or not they are newlyweds or in a competition.,"
3855,1558753996.jpg#0r1e,1558753996.jpg,A man with a beard plays a guitar in the room,entailment,"White man is a man, gray beard means he is with a beard, acoustic guitar is a guitar and against white tiled background implies he is in the room."
713,1558753996.jpg#4r3c,1558753996.jpg,The man is playing the drums.,contradiction,One cannot be playing a guitar and playing the drums simultaneously.
10790,1558753996.jpg#4r2n,1558753996.jpg,A male has a beard because he does not like to shave.,neutral,This male has a beard. It may be he does not like to shave or it just may be he likes the beard.
7192,4400746838.jpg#1r1e,4400746838.jpg,The blonde girl has her hand over her eyes.,entailment,"The girl in the yellow dress is covering her eyes with her hand and so she has her hands over her eyes to cover them because that is how you cover your eyes, with your hand over them."
7193,4400746838.jpg#1r1c,4400746838.jpg,The blonde girl is wearing a blue dress.,contradiction,"A girl is a general statement while the girl is allot more specific, also yellow is a contradiction to blue."
