image,caption
3826437163.jpg, Two hikers descend a rocky path .
3826438677.jpg, A woman with brown hair and an orange backpack on is enjoying the view from her hike .
3826438677.jpg, A woman in a red backpack stands in a valley looking out at the mountains .
3826438677.jpg, A woman with an orange backpack looking at a mountain view .
3826438677.jpg, Woman with an orange backpack hiking .
3826438677.jpg, A hiker is looking at the mountains .
3826460485.jpg," A lone hiker proceeds along a trail outdoors in the daytime , on a cobblestone path leading to a stone staircase going up the hillside ."
3826460485.jpg, Two backpackers make their way up the steps of an ancient temple .
3826460485.jpg, A hiker walks up a path of stone steps using a walking stick .
3826460485.jpg, Two hikers walk up an old stone path and steps .
3826460485.jpg, Two hikers scale a tiered hillside .
3826467863.jpg, Hikers walking along a pathway beside a high laid stone block wall in brilliant sunshine .
3826467863.jpg, Two people with backpacks hike beside a tall gray stone wall .
3826467863.jpg, Two people are hiking on a trail next to a large wall .
3826467863.jpg, Two hikers walk along a path adjacent to an old wall .
3826467863.jpg, Two people walking by a large stone wall .
3826476033.jpg, A mountain hiker wearing a red backpack looks at a beautiful view .
3826476033.jpg, A person carrying an orange backpack is looking at the ruins .
3826476033.jpg, A woman with a red backpack is looking at Machu Picchu .
3826476033.jpg," Person with orange backpack , hiking ."
3826476033.jpg, A female is out hiking a mountain .
3826491809.jpg, A man wearing a green hat and a white shirt is taking a nap outside under the tree .
3826491809.jpg, A man wearing a white shirt taking a nap with a green hat over his eyes .
3826491809.jpg, A man wearing a white shirt and a cap lays on a patch of grass .
3826491809.jpg, A person with a green hat laying down on the ground .
3826491809.jpg, A gentlemen is laying on the ground napping .
3826499281.jpg, A little boy is kneeling down pushing a toy along the sidewalk .
3826499281.jpg, A little boy is playing with a yellow car on the sidewalk .
3826499281.jpg, A child stoops to the sidewalk to pick up his toy phone .
3826499281.jpg, A boy on a tile sidewalk playing with a toy phone-car .
3826499281.jpg, A child playing with a toy on the sidewalk .
3826504213.jpg, A woman sits hidden in the dried stray awaiting an animal in the wild .
3826504213.jpg, A man with a hat investigating something in the bush .
3826504213.jpg, A man wearing a hat stands amidst dry leaves .
3826504213.jpg, An elderly person in a field of hay .
3826504213.jpg, A person sitting in a field .
3826505145.jpg, One man enters and one man leaves a pale blue building with a tin roof and red flooring .
3826505145.jpg, One man leaves a four-door blue building while another man enters it .
3826505145.jpg, Here is a picture of two men walking in and out of a police station .
3826505145.jpg, A man enters a tiny shack in the desert while another man exits .
3826505145.jpg, two people walking in front of a building .
382701159.jpg," The person is fishing , with waves splashing around him ."
382701159.jpg, A man is fishing in knee-high waves of water .
382701159.jpg, A man fly fishes in the ocean .
382701159.jpg, a man fishes in the ocean .
382701159.jpg, A man fly fishing .
3827161885.jpg," A pair of dancers appear to be dancing in an alley between to buildings , the man dressed in a fine pair of clothes is holding up a woman who is dressed equally as well ."
3827161885.jpg," A couple dancing alfresco dressed in turquoise tops , the lady is held up in the air with her hands stretched upwards ."
3827161885.jpg, A man lifting up a woman by the waist dancing ballroom in the middle of a little town .
3827161885.jpg," A man and a woman , wearing light blue and black clothing , dance outdoors ."
3827161885.jpg, Two dancers in azure appear to be performing in an alleyway .
3827171692.jpg, A person walking down the street in a brown jacket and orange hat in front of a building with a blue balcony .
3827171692.jpg, A person in a brown jacket and red hat are walking by an adobe house with a blue door .
3827171692.jpg, A person in a red hat is walking past a building that is in need of a paint job .
3827171692.jpg, A person walking in front of a white building with blue doors and windows .
3827171692.jpg, A person with a red hat is walking down the street .
3827173524.jpg, A young woman in a hat with a big pink bow stands alone on the street next to a table with fruits and fruit juice .
3827173524.jpg, Woman wearing a hat who is standing by a table by a brick street facing away from the camera .
3827173524.jpg, A woman in a big hat stands next to a table with a red cloth .
3827173524.jpg, A woman in a white hat is standing on a sidewalk .
3827173524.jpg, A woman is wearing a sun cap by a red stand .
3827174510.jpg, A street scene with several archways and a two towers in the background .
3827174510.jpg, People are walking across the street of a city .
3827174510.jpg, A photographer 's view of a busy street .
3827174510.jpg, People are walking in a sunny plaza .
3827174510.jpg, Tourists mingle on a street .
3827175236.jpg, The band is putting on a performance in the square while many people are watching .
3827175236.jpg, A large group of soldiers play musical instruments in a large town square .
3827175236.jpg, The green-suited band is playing in the plaza in front of the church .
3827175236.jpg, An Army band plays in a courtyard .
3827175236.jpg, A band plays in a city square .
3827176890.jpg, Two children wearing baseball caps shake hands while standing on the sidewalk .
3827176890.jpg, Two young boys who are both wearing sweaters and hats shake hands .
3827176890.jpg, Two young kids shaking hands in the middle of spectators .
3827176890.jpg, Two children are shaking hands in a crowded area .
3827176890.jpg, Two young boys are shaking hands outside .
3827180184.jpg, An outside view of a large statue being viewed by a few people and a dog .
3827180184.jpg, People sitting and a dog standing near a large fenced in statue .
3827180184.jpg, A field with goats and people in a poor country .
3827180184.jpg, A religious statue is observed on top of a hill .
3827180184.jpg, Few people sitting aside a path below a statue .
3827183336.jpg, A woman in a colorful outfit sitting on the ground .
3827183336.jpg, A native American girl is making a blanket .
3827183336.jpg, A Latin American weaving fabric .
3827183336.jpg, A woman is working on a craft .
3827183336.jpg, A woman is sewing linens .
3827185280.jpg, A person in colorful clothes and a hat embellished with red and pink streamers looks out from a thatched enclosure .
3827185280.jpg, An older woman dressed in bright red traditional attire sits inside a straw structure .
3827185280.jpg, A young man wearing a colorful outfit and hat sits in a hut dwelling .
3827185280.jpg, A woman in a hat is wearing pink and red clothing .
3827185280.jpg, A woman in a colorful suit with a pink hat on .
3827185640.jpg," Lone hiker in mountain setting viewing newly tilled land prepared in a "" Step "" system of planting ."
3827185640.jpg, A person dressed in blue and black looks out on a scenic vista made up of mostly hills .
3827185640.jpg, A person in a blue jacket stands on the edge of a mountain .
3827185640.jpg, A people in the top of mountain
3827185640.jpg, A woman looking out at a view .
3827227200.jpg," Two people are standing near carts full of many items , in front of a mountain background ."
3827227200.jpg, Two individuals are standing next to some supplies in a mountainous area .
3827227200.jpg, Two people are organizing supplies outside near the mountains .
3827227200.jpg, two people with hiking gear at a checkpoint on a mountain .
3827227200.jpg, Two hikers on a dirt road .
3827228248.jpg," A rocky path cuts through the mountain range , showing the open sky above ."
3827228248.jpg, A chaparral landscape scene void of human residence .
3827228248.jpg, A modern picture of the mountain and its views .
